filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,auxiliary_input_1_mean,auxiliary_input_2_mean,auxiliary_input_3_mean,auxiliary_input_4_mean,vin_sf_mean,co2_mean.1,h2o_mean.1,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,flowrate_mean,hit_power_mean,hit_vin_mean
2020-08-01T153000_AIU-2109.ghg,2020-08-01,16:00,214.6665,1,18000,18000,-0.305908,2,89.9385,2,15.8494,2,-3.40335,2,0.359981,2,-0.666949E-01,-0.506240E-01,0.726232E-02,-0.114980E-02,-0.631572E-09,-0.366547E-10,14.6344,418.964,429.405,0.100000,1,849.342,24.3155,24.9215,0.100000,0,299.420,297.124,87107.4,1.01209,1018.98,0.285783E-01,0.233268E-01,0.153321E-01,2102.26,2967.36,0.151490E-01,70.8462,865.098,291.455,0.308320,0.492819,0.133912,0.596714,-0.937617E-13,-0.431566E-13,0.596714,5.95483,305.829,57.9413,12.9685,-9999,0.549775,1.73454,-146.429,-0.682927E-03,5.67456,-0.158626,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.268129,1.14090,72.6470,1.25849,9.74432,1.62653,-2.09240,1.62653,0.221318,1.62653,800000099,800000099,800000099,800000099,800000099,800110099,899999999,899999999,89999,89999,89,89,15,8,3,7,7,0,0,0,18000,0,0,0,0,0,0,93,2.16419,0.930298,0.374590,0.970761E-01,0.224400,0.120235E-01,0.704420E-01,-0.612759E-01,0.648131E-02,14.6365,849.458,0.756884E-03,0.684815E-02,-0.423121E-02,0.795230E-03,15.5200,418.965,24.3156,18.1666,91.9032,91.7880,92.0185,-0.230507,0.318602E-03,2.00000,15.2530
2020-08-01T160000_AIU-2109.ghg,2020-08-01,16:30,214.6873,1,18000,18000,0.154865,2,35.7709,2,25.7016,2,3.63923,2,0.583208,2,-0.550704E-01,0.570851E-02,0.474800E-02,0.129535E-03,0.318285E-09,0.184289E-10,14.7723,420.836,431.346,0.200000,0,855.327,24.3666,24.9752,0.100000,1,298.460,296.167,87149.9,1.01584,1018.99,0.284727E-01,0.377919E-01,0.154213E-01,2107.67,2800.91,0.151808E-01,75.2496,693.235,291.496,0.127197,0.895457,-0.539267E-02,0.904462,-0.460344E-13,0.215460E-13,0.904462,4.71534,281.681,81.9154,-0.341617,-9999,0.390448,1.06753,-131.923,-0.758017E-03,1.39178,-0.885059E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.136216,1.13690,30.1139,1.23817,15.6192,1.64552,2.21160,1.64552,0.354421,1.64552,800000099,800000099,800000099,800000099,800000099,800101099,899999999,899999999,89999,89999,89,89,9,2,0,15,8,2,0,0,18000,0,0,0,0,0,0,93,1.65570,0.327115,0.152252,0.307995E-01,1.42457,0.124305E-01,0.290919E-01,0.645309E-01,0.103414E-01,14.7744,855.446,0.756538E-03,0.682711E-02,-0.421145E-02,0.795809E-03,15.5200,420.837,24.3667,18.2102,91.6673,91.4739,91.8608,-0.386914,0.316276E-03,2.00000,15.2538
2020-08-01T163000_AIU-2109.ghg,2020-08-01,17:00,214.7082,1,18000,18000,-0.381621E-01,2,-26.1749,2,13.2040,2,7.21845,2,0.299584,2,-0.695414E-02,0.157242E-01,0.392768E-02,0.356762E-03,0.157646E-09,0.914683E-11,14.8801,422.384,432.995,0.100000,0,863.365,24.5072,25.1229,0.100000,1,298.351,296.046,87138.0,1.01606,1019.07,0.284663E-01,0.194130E-01,0.155138E-01,2119.45,2780.45,0.152685E-01,76.2268,661.003,291.585,0.428214,-0.520470,-0.872756E-01,0.679613,0.141591E-13,0.105944E-13,0.679613,2.83040,34.7946,309.446,-7.37827,-9999,0.193801,0.518057,22.0451,0.453616E-02,-1.98234,0.130439,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.330406E-01,1.15501,-19.2234,1.34321,6.51775,2.02586,3.56315,2.02586,0.147880,2.02586,800000099,800000099,800000099,800000099,800000099,801011099,899999999,899999999,89999,89999,89,89,2,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,93,0.549689,0.438958,0.474666E-01,0.943861E-01,7.34648,0.391994E-01,-0.185655E-01,0.103958,0.431453E-02,14.8822,863.483,0.755357E-03,0.681229E-02,-0.419659E-02,0.796103E-03,15.5200,422.385,24.5072,18.2995,90.9105,90.5936,91.2274,-0.633757,0.315815E-03,2.00000,15.2473
2020-08-01T170000_AIU-2109.ghg,2020-08-01,17:30,214.7290,1,18000,18000,0.226519,2,-77.7130,2,243.874,2,12.1985,2,5.53460,2,0.148531E-01,0.544676E-01,-0.255251E-02,0.123611E-02,-0.391286E-09,-0.232102E-10,14.8198,421.376,432.179,0.100000,1,879.079,24.9951,25.6359,0.100000,1,298.658,296.304,87108.7,1.01465,1019.34,0.285051E-01,0.358642,0.158011E-01,2160.58,2824.15,0.155729E-01,76.5036,663.572,291.892,0.237328,0.136186,-0.120842,0.299122,-0.156598E-12,-0.264029E-13,0.299122,3.09745,344.991,29.8486,-23.8279,-9999,0.472491,0.460110,107.586,0.929493E-03,-0.318660,0.159024,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.195440,1.15902,-49.3763,1.36129,127.626,1.91085,6.38380,1.91085,2.89640,1.91085,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,4,3,0,3,1,0,0,0,18000,0,0,0,0,0,0,93,0.242994,0.571896,0.105331,0.130570,3.62906,0.321169,-0.477398E-01,0.186599,0.846620E-01,14.8219,879.177,0.755561E-03,0.681728E-02,-0.419916E-02,0.796371E-03,15.5150,421.377,24.9948,18.6063,90.9125,90.6074,91.2176,-0.610170,0.316652E-03,2.00000,15.2492
2020-08-01T173000_AIU-2109.ghg,2020-08-01,18:00,214.7498,1,18000,18000,-0.834467E-02,2,1.49156,2,-12.2270,2,-3.36065,2,-0.277519,2,0.694428E-02,-0.347372E-01,-0.848379E-02,-0.788436E-03,0.192209E-10,0.113496E-11,14.6987,418.028,428.607,0.100000,1,867.937,24.6839,25.3086,0.100000,1,298.750,296.425,87130.2,1.01461,1019.17,0.285069E-01,-0.179832E-01,0.156034E-01,2134.41,2844.93,0.153788E-01,75.0253,710.512,291.697,0.381615,-1.20983,-0.231040,1.28946,-0.291243E-13,0.130766E-14,1.28946,2.61156,73.2535,287.507,-10.3218,-9999,0.906893E-01,0.158636,-39.6410,-0.252264E-02,-0.121989,-0.159053E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.736065E-02,1.13369,0.765198,1.21755,-7.33505,1.66693,-2.01607,1.66693,-0.166485,1.66693,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,11,5,0,1,0,0,0,0,18000,0,0,0,0,0,0,93,0.164351,0.116829,0.360923E-01,0.483492E-01,6.00150,0.177573,0.739995E-03,-0.589150E-01,-0.486514E-02,14.7007,868.051,0.756339E-03,0.683432E-02,-0.421400E-02,0.794360E-03,15.5100,418.028,24.6838,18.4118,91.1894,90.9140,91.4647,-0.550734,0.316109E-03,2.00000,15.2491
2020-08-01T180000_AIU-2109.ghg,2020-08-01,18:30,214.7707,1,18000,18000,-0.119299E-01,2,-9.88581,2,9.12050,2,4.24943,2,0.206891,2,-0.339554E-01,-0.117923E-01,0.503984E-02,-0.267498E-03,0.826086E-10,0.483414E-11,14.7835,420.013,430.596,0.100000,1,865.108,24.5785,25.1978,0.100000,1,298.146,295.835,87135.5,1.01673,1019.10,0.284475E-01,0.134065E-01,0.155692E-01,2125.50,2745.19,0.153130E-01,77.4266,619.682,291.631,0.480005E-01,-1.08743,-0.145539,1.09817,0.146314E-13,0.558790E-14,1.09817,2.41226,88.2434,272.527,-7.61570,-9999,0.108322,0.174536,10.1920,0.981161E-02,-1.08391,0.880792E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.103187E-01,1.15615,-7.20332,1.33354,4.20196,2.17054,1.95778,2.17054,0.953179E-01,2.17054,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,2,0,1,4,0,0,0,18000,0,0,0,0,0,0,93,0.238749,0.695984E-01,0.407251E-01,0.367733E-01,2.24712,0.330350E-01,-0.695200E-02,0.570863E-01,0.277935E-02,14.7856,865.226,0.756616E-03,0.683731E-02,-0.422290E-02,0.795377E-03,15.5183,420.014,24.5786,18.3457,91.0350,90.7334,91.3367,-0.603239,0.315953E-03,2.00000,15.2507
2020-08-01T183000_AIU-2109.ghg,2020-08-01,19:00,214.7915,0,18000,18000,-0.207508E-01,2,-10.2225,2,11.1786,2,4.97625,2,0.253583,2,0.139830E-02,-0.270153E-01,0.921760E-02,-0.612835E-03,-0.228039E-09,-0.131002E-10,14.9145,423.643,434.211,0.100000,1,856.795,24.3371,24.9442,0.100000,1,298.148,295.860,87139.9,1.01679,1018.97,0.284462E-01,0.164322E-01,0.154170E-01,2104.90,2749.29,0.151624E-01,76.5615,644.392,291.475,0.326016,-1.19400,-0.153087,1.24714,-0.124760E-13,-0.152898E-13,1.24714,2.36504,71.3611,285.272,-7.05085,-9999,0.142857,0.183054,22.6085,0.442311E-02,-0.914471,0.690659E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.180143E-01,1.15191,-7.46040,1.32307,5.11017,2.18752,2.27484,2.18752,0.115923,2.18752,800000099,800000099,800000099,800000099,800000099,801000099,899999999,899999999,89999,89999,89,89,8,6,0,5,6,0,0,0,18000,0,0,0,0,0,0,93,0.276374,0.563131E-01,0.334211E-01,0.644805E-01,5.97840,0.212876E-01,-0.720064E-02,0.663123E-01,0.337919E-02,14.9165,856.914,0.753675E-03,0.683764E-02,-0.422042E-02,0.795930E-03,15.5217,423.644,24.3372,18.1890,91.1998,90.9155,91.4840,-0.568455,0.316104E-03,2.00000,15.2468
2020-08-01T190000_AIU-2109.ghg,2020-08-01,19:30,214.8123,0,18000,18000,0.315434E-01,2,10.6002,2,-22.8993,2,-9.18695,2,-0.519336,2,-0.147057E-01,0.672677E-02,0.910334E-02,0.152557E-03,0.395989E-09,0.226134E-10,15.0447,427.225,437.908,0.100000,1,859.144,24.3972,25.0073,0.100000,1,297.896,295.605,87167.7,1.01797,1018.99,0.284131E-01,-0.336530E-01,0.154730E-01,2110.72,2707.02,0.151999E-01,77.9723,596.295,291.519,0.211578,-0.717967,-0.123696,0.758645,-0.118635E-13,0.263209E-13,0.758645,2.45699,62.9191,286.420,-9.38392,-9999,0.176030,0.235437,-40.8009,-0.245092E-02,-0.462904,-0.580524E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.277035E-01,1.13861,7.67245,1.24734,-13.9919,1.63661,-5.61340,1.63661,-0.317324,1.63661,800000099,800000099,800000099,800000099,800000099,811100199,899999999,899999999,89999,89999,89,89,6,2,0,1,1,0,0,0,18000,0,0,0,0,0,0,93,0.376542,0.643374E-01,0.299952E-01,0.408550E-01,9.32212,0.186653E-01,0.739652E-02,-0.163452,-0.923992E-02,15.0467,859.262,0.752452E-03,0.684054E-02,-0.422305E-02,0.794404E-03,15.5300,427.225,24.3972,18.2348,91.1939,90.9093,91.4785,-0.569158,0.315511E-03,2.00000,15.2493
2020-08-01T193000_AIU-2109.ghg,2020-08-01,20:00,214.8332,0,18000,18000,0.164555E-02,2,-5.24509,2,6.47775,2,5.46240,2,0.146913,2,0.132964E-02,-0.192231E-01,-0.312326E-02,-0.435972E-03,-0.169425E-10,-0.963495E-12,15.0060,425.996,436.573,0.00000,0,853.364,24.2257,24.8272,0.100000,0,297.903,295.628,87202.0,1.01836,1018.90,0.284026E-01,0.951996E-02,0.153700E-01,2096.83,2710.86,0.150929E-01,77.3494,614.026,291.414,0.177069,-0.584795,-0.744545E-01,0.615535,-0.316301E-13,-0.112905E-14,0.615535,2.35830,75.2583,286.846,-6.94746,-9999,0.401981E-01,0.252494,0.982189,0.101813,-0.809709,0.125753,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.134205E-02,1.22614,-3.43281,1.46561,2.72492,2.37723,2.29780,2.37723,0.618001E-01,2.37723,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,6,0,3,0,0,0,0,18000,0,0,0,0,0,0,93,0.271728,0.215508,0.177527E-01,0.444938E-01,22.7287,0.169253E-01,-0.330841E-02,0.668716E-01,0.179853E-02,15.0080,853.482,0.754704E-03,0.685157E-02,-0.422667E-02,0.796600E-03,15.5300,425.997,24.2258,18.1289,91.3108,91.0407,91.5809,-0.540216,0.314849E-03,2.00000,15.2520
2020-08-01T200000_AIU-2109.ghg,2020-08-01,20:30,214.8540,0,18000,18000,0.519662E-01,2,-2.84599,2,-11.7348,2,2.56727,2,-0.266124,2,-0.379660E-02,0.217459E-02,0.131186E-02,0.493157E-04,0.291359E-09,0.165623E-10,15.0185,426.512,437.110,0.100000,0,853.730,24.2451,24.8475,0.100000,1,297.839,295.562,87233.2,1.01894,1018.91,0.283863E-01,-0.172448E-01,0.153911E-01,2099.25,2700.03,0.151050E-01,77.7490,600.785,291.432,0.200276,-0.206374,-0.625495E-01,0.294301,0.222762E-13,0.193999E-13,0.294301,2.33538,13.6232,314.141,-12.2710,-9999,0.225833,0.209290,321.049,0.311479E-03,0.242525,0.121384E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.448457E-01,1.15878,-2.49930,1.36100,-6.14963,1.90821,1.34538,1.90821,-0.139462,1.90821,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,0,0,0,6,0,0,0,18000,0,0,0,0,0,0,93,0.319906,0.715407E-01,0.271322E-01,0.316116E-01,17.0717,0.155638E-01,-0.240733E-02,0.391321E-01,-0.405644E-02,15.0206,853.848,0.754877E-03,0.685232E-02,-0.422981E-02,0.794871E-03,15.5300,426.513,24.2452,18.1457,91.4131,91.1626,91.6637,-0.501113,0.315675E-03,2.00000,15.2517
2020-08-01T203000_AIU-2109.ghg,2020-08-01,21:00,214.8748,0,18000,18000,0.781164E-01,2,9.04292,2,-23.0168,2,-5.80271,2,-0.521951,2,-0.316771E-02,-0.388714E-02,0.715708E-02,-0.881486E-04,0.336394E-09,0.189700E-10,15.1213,429.324,439.976,0.100000,1,852.721,24.2105,24.8112,0.100000,1,297.780,295.507,87250.7,1.01935,1018.89,0.283751E-01,-0.338224E-01,0.153752E-01,2096.69,2691.04,0.150834E-01,77.9137,594.353,291.413,-0.529406E-01,-0.172846,-0.388608E-01,0.184902,0.190304E-13,0.222464E-13,0.184902,2.31454,73.1046,252.971,-12.1323,-9999,0.276828,0.272351,-186.134,-0.537248E-03,-0.392884,-0.314521E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.679393E-01,1.14980,6.14456,1.29160,-14.2971,1.60989,-3.60441,1.60989,-0.324215,1.60989,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,0,0,4,11,0,0,0,18000,0,0,0,0,0,0,93,0.415054,0.973729E-01,0.322745E-01,0.285309E-01,28.2121,0.328877E-01,0.591620E-02,-0.104794,-0.942614E-02,15.1233,852.839,0.757191E-03,0.685479E-02,-0.423327E-02,0.796004E-03,15.5133,429.323,24.2105,18.1260,91.4335,91.1850,91.6820,-0.497002,0.315756E-03,2.00000,15.2498
2020-08-01T210000_AIU-2109.ghg,2020-08-01,21:30,214.8956,0,18000,18000,-0.100270E-01,2,-7.41769,2,-3.45108,2,10.3978,2,-0.782526E-01,2,-0.569088E-02,-0.172987E-01,0.367113E-02,-0.392244E-03,0.801695E-10,0.447713E-11,15.1785,430.765,441.384,0.100000,0,847.656,24.0564,24.6494,0.100000,1,297.666,295.408,87259.4,1.01985,1018.80,0.283614E-01,-0.507077E-02,0.152848E-01,2083.66,2674.99,0.149873E-01,77.8942,591.326,291.314,-0.220137E-01,-0.375156,-0.208222E-01,0.376378,0.368864E-13,0.528178E-14,0.376378,2.52621,67.5821,266.642,-3.17137,-9999,0.991560E-01,0.332835,10.4282,0.958939E-02,2.14938,0.719989E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.860892E-02,1.16473,-5.57185,1.36903,-1.75714,1.96403,5.29412,1.96403,-0.398429E-01,1.96403,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,2,2,1,0,0,0,0,0,18000,0,0,0,0,0,0,93,0.490550,0.146393,0.287270E-01,0.591301E-01,31.5968,0.366072E-01,-0.536261E-02,0.153822,-0.115764E-02,15.1806,847.773,0.753139E-03,0.685481E-02,-0.423745E-02,0.793669E-03,15.5117,430.766,24.0565,18.0274,91.4543,91.2049,91.7037,-0.498828,0.315264E-03,2.00000,15.2519
2020-08-01T213000_AIU-2109.ghg,2020-08-01,22:00,214.9165,0,18000,18000,-0.278154E-01,2,-5.01895,2,6.79187,2,2.15721,2,0.154013,2,0.329084E-02,-0.413392E-01,-0.124196E-01,-0.937409E-03,-0.868005E-10,-0.482792E-11,15.0193,425.888,436.222,0.100000,0,835.389,23.6883,24.2631,0.100000,1,297.689,295.465,87264.2,1.01984,1018.59,0.283620E-01,0.998002E-02,0.150505E-01,2052.13,2684.37,0.147577E-01,76.4474,632.239,291.071,-0.863678E-01,-1.04613,-0.107828,1.05521,-0.851175E-14,-0.577926E-14,1.05521,2.30599,96.3230,265.280,-5.86508,-9999,0.165149,0.172745,71.2072,0.140435E-02,-0.738964,0.292551E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.241909E-01,1.14983,-3.61370,1.32468,3.20127,2.12162,1.01677,2.12162,0.725921E-01,2.12162,800000099,800000099,800000099,800000099,800000099,800001199,899999999,899999999,89999,89999,89,89,0,0,0,0,1,0,0,0,18000,0,0,0,0,0,0,93,0.927959E-01,0.222657,0.300370E-01,0.977794E-01,18.9230,0.533125E-01,-0.347870E-02,0.295322E-01,0.210844E-02,15.0214,835.503,0.755405E-03,0.685084E-02,-0.423205E-02,0.795692E-03,15.5200,425.889,23.6883,17.7832,91.4979,91.2464,91.7494,-0.502959,0.314962E-03,2.00000,15.2502
2020-08-01T220000_AIU-2109.ghg,2020-08-01,22:30,214.9373,0,18000,18000,-0.277372E-01,2,-20.9625,2,27.4914,2,9.19012,2,0.623405,2,0.765374E-03,-0.319686E-01,-0.375653E-02,-0.724930E-03,-0.186396E-09,-0.102785E-10,14.9705,424.413,434.584,0.100000,1,825.526,23.4036,23.9644,0.100000,0,297.676,295.479,87251.8,1.01976,1018.43,0.283648E-01,0.403966E-01,0.148682E-01,2027.36,2686.61,0.145801E-01,75.4619,659.241,290.878,0.255641,-1.61876,-0.108425,1.64241,0.419014E-14,-0.124509E-13,1.64241,2.60591,81.3347,278.974,-3.78517,-9999,0.164923,0.111313,16.9764,0.589052E-02,-0.762510,0.122385,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.240308E-01,1.15424,-15.2754,1.31673,12.0018,2.29061,4.01208,2.29061,0.272157,2.29061,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,10,8,0,0,2,8,0,0,18000,0,0,0,0,0,0,93,0.118437,0.660931E-01,0.380957E-01,0.580153E-01,5.85118,0.119343E-01,-0.147082E-01,0.116509,0.790329E-02,14.9726,825.640,0.751444E-03,0.683691E-02,-0.422033E-02,0.795727E-03,15.5200,424.414,23.4036,17.5890,91.5575,91.3105,91.8045,-0.493991,0.315292E-03,2.00000,15.2500
2020-08-01T223000_AIU-2109.ghg,2020-08-01,23:00,214.9581,0,18000,18000,-0.150106E-01,2,-7.35134,2,14.8714,2,6.47456,2,0.337223,2,-0.101754E-02,0.162513E-01,0.251136E-02,0.368515E-03,0.952429E-10,0.527225E-11,15.0023,425.399,435.658,0.100000,1,830.463,23.5483,24.1162,0.100000,1,297.672,295.461,87240.0,1.01963,1018.52,0.283682E-01,0.218521E-01,0.149583E-01,2039.53,2683.69,0.146704E-01,75.9973,644.158,290.973,0.200113,-1.62232,-0.191184,1.64576,0.961997E-14,0.634856E-14,1.64576,2.88505,83.6947,277.032,-6.67099,-9999,0.121333,0.129393,19.2744,0.518823E-02,-0.494327,0.583416E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.130116E-01,1.15363,-5.21528,1.31580,6.50027,2.28781,2.83002,2.28781,0.147400,2.28781,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,1,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,93,0.123626,0.841168E-01,0.510443E-01,0.550810E-01,6.48147,0.111764E-01,-0.502190E-02,0.822043E-01,0.428156E-02,15.0044,830.579,0.749481E-03,0.683025E-02,-0.421769E-02,0.793989E-03,15.5200,425.401,23.5484,17.6857,91.5158,91.2647,91.7670,-0.502258,0.315794E-03,2.00000,15.2482
2020-08-01T230000_AIU-2109.ghg,2020-08-01,23:30,214.9790,0,18000,18000,-0.357492E-01,2,-7.75551,2,6.73881,2,1.88473,2,0.152821,2,0.488931E-02,0.482824E-02,0.268542E-02,0.109494E-03,0.765987E-10,0.423742E-11,15.0362,426.454,436.758,0.100000,1,831.799,23.5914,24.1614,0.100000,1,297.761,295.546,87237.1,1.01929,1018.54,0.283777E-01,0.990282E-02,0.149807E-01,2043.16,2697.55,0.146972E-01,75.7414,654.389,291.002,0.316529,-1.63562,-0.188467,1.67659,0.273470E-13,0.509429E-14,1.67659,2.92053,79.8655,280.953,-6.45430,-9999,0.187277,0.158117,67.1817,0.148850E-02,-1.15087,0.398888E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.310545E-01,1.15118,-5.76919,1.31164,2.95694,2.27898,0.827008,2.27898,0.670570E-01,2.27898,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,3,0,0,11,6,1,0,0,18000,0,0,0,0,0,0,93,0.182158,0.776879E-01,0.563894E-01,0.633823E-01,6.85699,0.113432E-01,-0.555700E-02,0.240314E-01,0.194856E-02,15.0383,831.916,0.752538E-03,0.683681E-02,-0.421794E-02,0.797361E-03,15.5200,426.456,23.5914,17.7144,91.5228,91.2744,91.7712,-0.496763,0.315558E-03,2.00000,15.2515
2020-08-01T233000_AIU-2109.ghg,2020-08-02,00:00,215.0000,0,18000,18000,-0.161278E-01,2,-9.73221,2,11.3701,2,3.20193,2,0.257831,2,-0.415189E-02,0.555690E-02,0.435238E-02,0.126010E-03,0.150451E-09,0.830708E-11,15.0925,428.164,438.532,0.100000,1,833.325,23.6409,24.2133,-0.200000,0,297.693,295.474,87233.2,1.01947,1018.57,0.283724E-01,0.167074E-01,0.150149E-01,2047.33,2685.76,0.147281E-01,76.2290,638.433,291.034,0.298624,-1.30667,-0.147023,1.34840,0.368656E-14,0.996859E-14,1.34840,2.72477,77.3805,282.873,-6.25971,-9999,0.125777,0.178223,16.2175,0.616619E-02,-0.855948,0.745156E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139837E-01,1.15333,-7.08790,1.32266,5.11814,2.22153,1.44132,2.22153,0.116060,2.22153,800000099,800000099,800000099,800000099,800000099,800000199,899999999,899999999,89999,89999,89,89,4,2,0,4,7,0,0,0,18000,0,0,0,0,0,0,93,0.265121,0.693045E-01,0.220206E-01,0.680508E-01,7.47291,0.210208E-01,-0.682578E-02,0.418766E-01,0.337205E-02,15.0946,833.440,0.753308E-03,0.684641E-02,-0.422463E-02,0.796181E-03,15.5183,428.165,23.6409,17.7456,91.5395,91.2951,91.7839,-0.488852,0.315358E-03,2.00000,15.2504
